,ipnr17,v297_dk,v298_dk,v299_dk,alder,civilstand,børn,urbanisering,uddannelse,uddannelse_partner,uddannelse_mor,uddannelse_far,isco_fn,isco_p_fn,indkomst_kvint,parti,frivillig,folkekirken
107,FU573514,Secondary education,250.000-350.000,Female,65.0,Gift eller reg. partnerskab,2 børn,,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,2,2.0,Alternativet,Nej,nej
108,CZ776397,Elementary school or unknown,250.000-350.000,Female,70.0,Enlig,1 barn,Mellemstore byer,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Mellemlange vid. udd,2,77,2.0,Dansk Folkeparti,Ja,nej
109,FU865129,Elementary school or unknown,<150.0000,Male,20.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Lang vid. udd,Erhvervsfaglige uddannelser,4,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
110,CZ321227,Elementary school or unknown,250.000-350.000,Female,56.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,4,3.0,Enhedslisten m.fl.,Nej,ja
111,FU119497,Elementary school or unknown,<150.0000,Female,89.0,Enke/enkemand,6 børn eller flere,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,1,77,1.0,Dansk Folkeparti,Nej,ja
112,FU274281,Elementary school or unknown,250.000-350.000,Male,62.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,1.0,Dansk Folkeparti,Ja,ja
113,CZ406114,Short-cycle tertiary eduation,<150.0000,Male,29.0,Enlig,Ingen børn,De 3 store provinsbyer,Korte vid. udd,Irrelevant,Korte vid. udd,Korte vid. udd,4,77,3.0,Enhedslisten m.fl.,Nej,nej
114,FU569039,Short-cycle tertiary eduation,250.000-350.000,Female,58.0,Gift eller reg. partnerskab,Ingen børn,,Korte vid. udd,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,2.0,Det Konservative Folkeparti,Nej,ja
115,FU560063,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,52.0,Gift eller reg. partnerskab,1 barn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,5.0,Det Konservative Folkeparti,Nej,nej
116,CZ413227,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,67.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,4,4.0,Dansk Folkeparti,Nej,ja
117,CZ218692,Elementary school or unknown,350.000<,Female,56.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Dansk Folkeparti,Ja,ja
118,CZ832366,Short-cycle tertiary eduation,150.000-250.000,Female,52.0,Enlig,2 børn,De 3 store provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,77,1.0,Enhedslisten m.fl.,Ja,ja
119,FU618510,Secondary education,150.000-250.000,Female,59.0,Papirløst partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,3.0,,Nej,ja
120,FU853757,Elementary school or unknown,250.000-350.000,Female,54.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,1,1,,Dansk Folkeparti,Ja,ja
121,FU386244,Secondary education,250.000-350.000,Female,47.0,Skilt,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Korte vid. udd,3,77,4.0,Alternativet,Ja,nej
122,FU254668,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,46.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Lang vid. udd,Lang vid. udd,Lang vid. udd,4,4,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
123,FU246304,Secondary education,150.000-250.000,Female,29.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,2,77,1.0,"Venstre, Danmarks Liberale Parti",Nej,ja
124,FU817581,Medium-cycle tertiary eduation,150.000-250.000,Male,61.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,4,3.0,Det Radikale Venstre,Nej,ja
125,CZ417276,Secondary education,<150.0000,Female,74.0,Enke/enkemand,2 børn,Større provinsbyer,Korte vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
126,FU586284,Secondary education,250.000-350.000,Female,76.0,Enke/enkemand,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Erhvervsfaglige uddannelser,3,77,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
127,FU794004,Elementary school or unknown,250.000-350.000,Male,52.0,Gift eller reg. partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,2,4,3.0,Socialdemokraterne,Nej,ja
128,FU605856,Elementary school or unknown,250.000-350.000,Male,59.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,3.0,Dansk Folkeparti,Ja,ja
129,CZ140063,Secondary education,150.000-250.000,Male,30.0,Papirløst partnerskab,Ingen børn,Landområder og landsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,2,4.0,"Venstre, Danmarks Liberale Parti",Ja,ja
130,CZ235184,Secondary education,150.000-250.000,Male,39.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,77,3.0,Socialdemokraterne,Nej,nej
131,FU894003,Elementary school or unknown,250.000-350.000,Male,60.0,Gift eller reg. partnerskab,2 børn,,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,3,2,4.0,Socialdemokraterne,Ja,ja
132,FU202414,Elementary school or unknown,<150.0000,Female,20.0,Papirløst partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,1.0,Vil stemme blankt,Nej,ja
133,FU826102,Elementary school or unknown,150.000-250.000,Male,33.0,Gift eller reg. partnerskab,1 barn,,Grundskole og gym.,Grundskole og gym.,Lang vid. udd,Lang vid. udd,2,1,2.0,Enhedslisten m.fl.,Nej,nej
134,FU518724,Elementary school or unknown,350.000<,Male,46.0,Gift eller reg. partnerskab,2 børn,,Uoplyst,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,4,3,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
135,CZ113274,Medium-cycle tertiary eduation,250.000-350.000,Male,63.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,4,5.0,Det Radikale Venstre,Ja,ja
136,FU807180,Medium-cycle tertiary eduation,<150.0000,Female,30.0,Enlig,Uoplyst,,Lang vid. udd,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,77,3.0,Socialistisk Folkeparti,Nej,ja
137,CZ896765,Medium-cycle tertiary eduation,150.000-250.000,Female,42.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Mellemlange vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,,Socialdemokraterne,Nej,ja
138,CZ594370,Elementary school or unknown,150.000-250.000,Male,56.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Uoplyst,Erhvervsfaglige uddannelser,Grundskole og gym.,Uoplyst,2,1,3.0,Enhedslisten m.fl.,Ja,ja
139,FU499764,Medium-cycle tertiary eduation,150.000-250.000,Female,72.0,Skilt,4 børn,,Mellemlange vid. udd,Irrelevant,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,77,1.0,Alternativet,Ja,nej
140,CZ655842,Secondary education,<150.0000,Female,33.0,Papirløst partnerskab,Ingen børn,Mindre byer,Grundskole og gym.,Mellemlange vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,2,2,1.0,Alternativet,Ja,nej
141,FU756788,Medium-cycle tertiary eduation,150.000-250.000,Male,75.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,2.0,Socialdemokraterne,Ja,ja
142,CZ166350,Secondary education,<150.0000,Male,66.0,Gift eller reg. partnerskab,4 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,4,1.0,Socialdemokraterne,Nej,ja
143,FU704672,Elementary school or unknown,<150.0000,Female,19.0,Enlig,Ingen børn,,Uoplyst,Irrelevant,Grundskole og gym.,Erhvervsfaglige uddannelser,2,77,1.0,Socialdemokraterne,Nej,ja
144,FU662460,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,74.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,4,2,4.0,"Venstre, Danmarks Liberale Parti",Nej,ja
145,CZ162763,Elementary school or unknown,<150.0000,Female,22.0,Enlig,Ingen børn,Større provinsbyer,Erhvervsfaglige uddannelser,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Dansk Folkeparti,Nej,nej
146,CZ198279,Elementary school or unknown,<150.0000,Female,65.0,Gift eller reg. partnerskab,1 barn,Landområder og landsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Dansk Folkeparti,Ja,ja
147,CZ891519,Elementary school or unknown,<150.0000,Female,72.0,Enke/enkemand,4 børn,Større provinsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,1,77,1.0,Dansk Folkeparti,Nej,ja
148,FU898356,Secondary education,<150.0000,Female,45.0,Enlig,2 børn,,Erhvervsfaglige uddannelser,Irrelevant,Uoplyst,Uoplyst,2,77,4.0,Dansk Folkeparti,Nej,ja
149,FU548692,"Long-cycle tertiary eduation, Ph.D",350.000<,Male,76.0,Gift eller reg. partnerskab,2 børn,,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,4,3,4.0,Det Konservative Folkeparti,Nej,ja
150,FU554435,Secondary education,150.000-250.000,Female,66.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,4,4,1.0,Det Radikale Venstre,Ja,ja
151,FU201707,Medium-cycle tertiary eduation,<150.0000,Female,77.0,Gift eller reg. partnerskab,3 børn,,Mellemlange vid. udd,Korte vid. udd,Grundskole og gym.,Lang vid. udd,4,3,2.0,"Venstre, Danmarks Liberale Parti",Ja,ja
152,CZ382775,Secondary education,150.000-250.000,Male,46.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,3.0,Socialdemokraterne,Nej,ja
153,CZ410658,Secondary education,150.000-250.000,Female,67.0,Gift eller reg. partnerskab,3 børn,Mindre byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,2,2.0,Socialdemokraterne,Ja,ja
154,FU166278,Secondary education,150.000-250.000,Male,61.0,Gift eller reg. partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,2,1,2.0,"Venstre, Danmarks Liberale Parti",Ja,nej
155,CZ355463,Elementary school or unknown,<150.0000,Female,27.0,Gift eller reg. partnerskab,Ingen børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Mellemlange vid. udd,Korte vid. udd,1,2,2.0,,Nej,nej
156,CZ136290,Secondary education,350.000<,Male,61.0,Gift eller reg. partnerskab,4 børn,De 3 store provinsbyer,Mellemlange vid. udd,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,2,2,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
157,FU342150,Medium-cycle tertiary eduation,250.000-350.000,Female,52.0,Enlig,2 børn,,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Mellemlange vid. udd,4,77,3.0,Det Radikale Venstre,Ja,ja
158,FU737255,Elementary school or unknown,250.000-350.000,Male,40.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,2,4,5.0,Vil stemme blankt,Ja,ja
159,FU489755,Elementary school or unknown,250.000-350.000,Male,49.0,Gift eller reg. partnerskab,Ingen børn,,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,77,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
160,CZ456932,Elementary school or unknown,150.000-250.000,Female,67.0,Enke/enkemand,3 børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Det Konservative Folkeparti,Ja,ja
161,FU562696,Elementary school or unknown,150.000-250.000,Female,67.0,Enlig,1 barn,,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,1.0,Socialdemokraterne,Ja,ja
162,CZ639468,Secondary education,150.000-250.000,Female,65.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Korte vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,4,2,1.0,Dansk Folkeparti,Nej,ja
163,CZ743699,Secondary education,<150.0000,Female,25.0,Enlig,Ingen børn,De 3 store provinsbyer,Mellemlange vid. udd,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,77,2.0,,Ja,ja
164,CZ138919,Secondary education,<150.0000,Male,23.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Korte vid. udd,Erhvervsfaglige uddannelser,Ukendt,77,2.0,Socialdemokraterne,Nej,nej
165,CZ538544,"Long-cycle tertiary eduation, Ph.D",250.000-350.000,Male,45.0,Gift eller reg. partnerskab,2 børn,De 3 store provinsbyer,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,5.0,Alternativet,Nej,ja
166,FU611408,Elementary school or unknown,<150.0000,Female,20.0,Enlig,Uoplyst,,Grundskole og gym.,Irrelevant,Mellemlange vid. udd,Erhvervsfaglige uddannelser,2,77,1.0,Alternativet,Ja,ja
167,FU692473,Secondary education,150.000-250.000,Female,25.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Erhvervsfaglige uddannelser,Grundskole og gym.,3,77,3.0,Socialdemokraterne,Ja,ja
168,CZ345699,Secondary education,150.000-250.000,Male,60.0,Gift eller reg. partnerskab,4 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,1,3.0,Socialdemokraterne,Ja,ja
169,CZ821612,Elementary school or unknown,<150.0000,Male,23.0,Papirløst partnerskab,Ingen børn,Større provinsbyer,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,Erhvervsfaglige uddannelser,4,77,1.0,,Ja,nej
170,CZ264641,Medium-cycle tertiary eduation,150.000-250.000,Female,72.0,Gift eller reg. partnerskab,3 børn,Mellemstore byer,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Korte vid. udd,4,4,4.0,Socialdemokraterne,Nej,ja
171,CZ530712,Secondary education,250.000-350.000,Female,32.0,Papirløst partnerskab,3 børn,Mellemstore byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,3.0,Dansk Folkeparti,Nej,ja
172,FU223860,Secondary education,150.000-250.000,Male,54.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,2,2,2.0,Dansk Folkeparti,Nej,ja
173,CZ496242,Secondary education,250.000-350.000,Male,63.0,Papirløst partnerskab,1 barn,Mindre byer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,2,4.0,Socialdemokraterne,Nej,ja
174,FU430797,Secondary education,250.000-350.000,Male,45.0,Gift eller reg. partnerskab,Ingen børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,3,4,5.0,Det Radikale Venstre,Nej,ja
175,FU731421,Short-cycle tertiary eduation,350.000<,Male,58.0,Enke/enkemand,2 børn,,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Grundskole og gym.,2,77,4.0,Socialdemokraterne,Ja,ja
176,FU732286,Elementary school or unknown,150.000-250.000,Male,50.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,3,4,1.0,Socialdemokraterne,Nej,ja
177,FU506910,Medium-cycle tertiary eduation,250.000-350.000,Female,28.0,Papirløst partnerskab,Ingen børn,,Mellemlange vid. udd,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,4,4,4.0,Enhedslisten m.fl.,Ja,ja
178,CZ136232,Elementary school or unknown,250.000-350.000,Female,38.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Grundskole og gym.,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,3,4.0,Dansk Folkeparti,Nej,ja
179,CZ672236,Elementary school or unknown,150.000-250.000,Female,35.0,Gift eller reg. partnerskab,2 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Korte vid. udd,Korte vid. udd,Mellemlange vid. udd,2,2,3.0,,Nej,ja
180,FU223201,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,89.0,Gift eller reg. partnerskab,Uoplyst,,Lang vid. udd,Uoplyst,Uoplyst,Erhvervsfaglige uddannelser,4,4,2.0,"Venstre, Danmarks Liberale Parti",Nej,ja
181,CZ437255,Secondary education,250.000-350.000,Female,52.0,Skilt,1 barn,Større provinsbyer,Mellemlange vid. udd,Irrelevant,Korte vid. udd,Mellemlange vid. udd,4,77,3.0,Socialdemokraterne,Nej,ja
182,CZ199209,"Long-cycle tertiary eduation, Ph.D",150.000-250.000,Male,73.0,Gift eller reg. partnerskab,3 børn,De 3 store provinsbyer,Lang vid. udd,Mellemlange vid. udd,Grundskole og gym.,Erhvervsfaglige uddannelser,4,4,3.0,"Venstre, Danmarks Liberale Parti",Nej,ja
183,FU883836,Secondary education,150.000-250.000,Female,45.0,Gift eller reg. partnerskab,3 børn,,Erhvervsfaglige uddannelser,Uoplyst,Uoplyst,Grundskole og gym.,2,77,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
184,CZ112287,Medium-cycle tertiary eduation,150.000-250.000,Female,34.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Erhvervsfaglige uddannelser,4,3,4.0,Socialdemokraterne,Ja,ja
185,FU298822,Secondary education,<150.0000,Female,65.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,Erhvervsfaglige uddannelser,3,2,1.0,Socialdemokraterne,Ja,ja
186,CZ364159,Secondary education,250.000-350.000,Male,64.0,Gift eller reg. partnerskab,3 børn,Landområder og landsbyer,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,Grundskole og gym.,2,2,3.0,"Venstre, Danmarks Liberale Parti",Ja,ja
187,FU464782,Short-cycle tertiary eduation,<150.0000,Female,52.0,Papirløst partnerskab,2 børn,,Korte vid. udd,Erhvervsfaglige uddannelser,Uoplyst,Uoplyst,2,2,2.0,Dansk Folkeparti,Nej,ja
188,FU583218,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,59.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Mellemlange vid. udd,Lang vid. udd,4,4,4.0,Det Radikale Venstre,Ja,ja
189,CZ170433,Secondary education,<150.0000,Male,20.0,Enlig,Ingen børn,De 3 store provinsbyer,Grundskole og gym.,Irrelevant,Lang vid. udd,Mellemlange vid. udd,Ukendt,77,2.0,Enhedslisten m.fl.,Ja,nej
190,FU152978,Elementary school or unknown,<150.0000,Female,19.0,Gift eller reg. partnerskab,3 børn,,Grundskole og gym.,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,2,77,2.0,Socialdemokraterne,Nej,ja
191,FU457169,Secondary education,250.000-350.000,Male,56.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Grundskole og gym.,Grundskole og gym.,3,3,4.0,Socialdemokraterne,Nej,ja
192,CZ317381,Secondary education,250.000-350.000,Female,52.0,Gift eller reg. partnerskab,3 børn,Større provinsbyer,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,5.0,Socialdemokraterne,Nej,ja
193,FU682704,Elementary school or unknown,<150.0000,Male,66.0,Enlig,Ingen børn,,Erhvervsfaglige uddannelser,Irrelevant,Grundskole og gym.,Grundskole og gym.,2,77,1.0,Dansk Folkeparti,Nej,ja
194,CZ796336,Medium-cycle tertiary eduation,350.000<,Male,42.0,Gift eller reg. partnerskab,2 børn,Større provinsbyer,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Mellemlange vid. udd,4,2,4.0,Alternativet,Ja,ja
195,CZ748235,Medium-cycle tertiary eduation,150.000-250.000,Female,74.0,Gift eller reg. partnerskab,6 børn eller flere,Større provinsbyer,Korte vid. udd,Lang vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,2,4,4.0,Socialdemokraterne,Nej,ja
196,FU760600,Medium-cycle tertiary eduation,350.000<,Female,59.0,Gift eller reg. partnerskab,2 børn,,Mellemlange vid. udd,Erhvervsfaglige uddannelser,Erhvervsfaglige uddannelser,Grundskole og gym.,4,3,5.0,"Venstre, Danmarks Liberale Parti",Nej,ja
197,CZ389153,Elementary school or unknown,<150.0000,Female,81.0,Gift eller reg. partnerskab,6 børn eller flere,Større provinsbyer,Mellemlange vid. udd,Lang vid. udd,Grundskole og gym.,Grundskole og gym.,Ukendt,4,1.0,Socialdemokraterne,Nej,nej
198,CZ645109,Elementary school or unknown,<150.0000,Male,19.0,Enlig,Ingen børn,Landområder og landsbyer,Grundskole og gym.,Irrelevant,Grundskole og gym.,Grundskole og gym.,Ukendt,77,1.0,,Ja,ja
199,FU586190,Elementary school or unknown,150.000-250.000,Female,88.0,Enke/enkemand,Uoplyst,,Grundskole og gym.,Irrelevant,Uoplyst,Uoplyst,Ukendt,77,,"Venstre, Danmarks Liberale Parti",Ja,ja
200,FU371805,Secondary education,150.000-250.000,Male,41.0,Gift eller reg. partnerskab,2 børn,,Erhvervsfaglige uddannelser,Mellemlange vid. udd,Grundskole og gym.,Grundskole og gym.,Ukendt,77,1.0,,Nej,nej
201,FU724716,"Long-cycle tertiary eduation, Ph.D",350.000<,Female,48.0,Gift eller reg. partnerskab,3 børn,,Lang vid. udd,Lang vid. udd,Korte vid. udd,Lang vid. udd,4,4,5.0,Socialdemokraterne,Ja,ja
